RootFolder,File,RelativePath,DateTime,DeleteFlag,DayTime,deployement_number,photo_camera_id,cougar,raven,magpie,coyote,golden_eagle,bald_eagle,wolf,fox,other_species,other_count,comment,
22-305_262,IMG_0163.MP4,262, 2022-12-15 05:31:14,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0164.MP4,262, 2022-12-15 06:29:08,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0165.MP4,262, 2022-12-15 06:33:04,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0166.MP4,262, 2022-12-15 06:34:30,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0167.MP4,262, 2022-12-15 06:36:32,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0168.MP4,262, 2022-12-15 06:37:54,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0169.MP4,262, 2022-12-15 06:39:36,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0170.MP4,262, 2022-12-15 06:41:02,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0171.MP4,262, 2022-12-15 06:42:24,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0172.MP4,262, 2022-12-15 06:44:28,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0173.MP4,262, 2022-12-15 06:45:50,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0174.MP4,262, 2022-12-15 06:47:14,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0175.MP4,262, 2022-12-15 06:51:22,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0176.MP4,262, 2022-12-15 06:54:18,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0177.MP4,262, 2022-12-15 06:55:46,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0178.MP4,262, 2022-12-15 06:57:14,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0179.MP4,262, 2022-12-15 06:58:36,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0180.MP4,262, 2022-12-15 07:00:04,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0181.MP4,262, 2022-12-15 07:01:26,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0182.MP4,262, 2022-12-15 07:02:48,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0183.MP4,262, 2022-12-15 07:04:12,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0184.MP4,262, 2022-12-15 07:05:38,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0185.MP4,262, 2022-12-15 07:07:02,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0186.MP4,262, 2022-12-15 07:08:30,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0187.MP4,262, 2022-12-15 07:09:58,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0188.MP4,262, 2022-12-15 07:11:20,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0189.MP4,262, 2022-12-15 07:12:42,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0190.MP4,262, 2022-12-15 07:14:08,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0191.MP4,262, 2022-12-15 07:15:28,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0192.MP4,262, 2022-12-15 07:16:52,false,true,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0193.MP4,262, 2022-12-15 07:18:16,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0194.MP4,262, 2022-12-15 07:19:42,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0195.MP4,262, 2022-12-15 07:21:04,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0196.MP4,262, 2022-12-15 07:22:28,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0197.MP4,262, 2022-12-15 07:24:16,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
22-305_262,IMG_0198.MP4,262, 2022-12-15 07:25:42,false,false,1,262,1,0,0,0,0,0,0,0,,0,,
